id,tokens,pos_tags
111,"['ក្រសួង' 'ធម្ម_ការ' 'និង' 'សាសនា' 'បាន' 'ឲ្យ' 'អាជ្ញាធរ' 'ពាក់ព័ន្ធ' 'នៅ'
 'ខេត្ត' 'សៀម_រាប' 'ចាត់' 'វិធានការ' 'ផ្អាក' 'ការ~សាង_សង់' 'រូប_សំណាក'
 'សាសនា' 'វៀតណាម' 'ដែល' 'បាន' 'សង់' 'លួចលាក់' 'នៅ' 'ភូមិ' 'ផ្ចឹកជ្រុំ'
 'ឃុំ' 'កន្ទួត' 'ស្រុក' 'ស្វាយ_លើ' 'ដោយ' 'តម្រូវ_ឲ្យ' 'យក' 'រូប_សំណាក'
 'ទាំង_នោះ' 'ទៅ' 'ដាក់' 'នៅ' 'វិហារ' 'សាសនា' 'ណា_មួយ' 'ដែល' 'មាន' 'ច្បាប់'
 'ត្រឹមត្រូវ' 'វិញ' '។']","[11 11  2 11  1 20 11 21  7 11 13 20 11 20 11 11 11 13 17  1 20 16  7 11
 13 11 13 11 13  7 20 20 11  5  7 20  7 11 11  5 17 20 11  8 16  9]"
112,['លោក~ជំទាវ' 'វីរៈ'],[14 13]
113,['លោក~ជំទាវ' 'ថន' 'ឆើត'],[14 13 13]
114,"['មាត្រា' '៥៦' 'បើ' 'ចុង_ចំលើយ' 'ប្រកែក' 'ថា' 'សេចក្ដី' 'ដែល' 'ប្ដឹង' 'ពី'
 'ខ្លួន' 'នោះ' 'មិន' 'ពិត' 'ទេ' 'តុលាការ' 'ប្រជា_ជន' 'ត្រូវ' 'បញ្ជា' 'អោយ'
 'ធ្វើ' 'ការ~អង្កេត' 'ស៊ើប_សួរ' '។']",[11  3  2 11 20  7 11 17 20  7 14  5 16  8 12 11 11 20 20  7 20 11 20  9]
115,['នេះ' 'គឺ_ជា' 'សីសុវត្ថិ'],[ 5 20 13]
116,['លោក~ជំទាវ' 'រឿង'],[14 13]
117,['គាត់' 'ឈ្មោះ' 'បូស៊ីយ៉ា'],[14 11 13]
118,"['ស្ថិត' 'នៅ_ក្នុង' 'វ័យ' '៣០' 'ឆ្នាំ' 'ហាមីលតុន' 'ដែល' 'បើក_បរ' 'ឱ្យ'
 'ក្រុម' 'ប្រណាំង' 'បាន' 'បញ្ចប់' 'ការ~ប្រណាំង' 'ដែល' 'មាន' '៧០' 'ជុំ'
 'ដោយ' 'ប្រើ' 'អស់' 'ថិរ_វេលា' '១' 'ម៉ោង' '៣១' 'នាទី' 'និង' '៥៣.១៤'
 'វិនាទី' 'ដណ្តើម' 'បាន' 'ពាន' 'ជើង_ឯក' 'យក_មក' 'គ្រប់គ្រង' 'ជា' 'លើក'
 'ទី' '៤' 'ក្នុង' 'ឆ្នាំ' '២០១៥' 'និង' 'ជា' 'លើក' 'ទី' '៣៧' 'នៅ_ក្នុង'
 'អាជីព' '។']","[21  7 11  3 11 13 17 20  7 11 21  1 20 11 17 20  3 11  7 20 16 11  3 11
  3 11  2  3 11 20 22 11 11 20 20  7 11 11  3  7 11  3  2 20 11 11  3  7
 11  9]"
119,"['លោក' 'គង់' 'គាំ' 'សមាជិក' 'ព្រឹទ្ធ_សភា' 'នៃ' 'គណបក្ស' 'សម' 'រង្ស៊ី'
 'បាន' 'ឱ្យ_ដឹង' 'ថា' 'សមាជិក' 'ព្រឹទ្ធ_សភា' 'នៃ' 'គណបក្ស' 'ប្រឆាំង' 'បាន'
 'គាំទ្រ' 'ប្រធាន' 'ថ្មី' 'និង' 'អនុ' 'ប្រធាន' 'ទី' '១' 'ព្រឹទ្ធ_សភា' '។']","[14 13 13 11 11  7 11 13 13  1 20  7 11 11  7 11 21  1 20 11  8  2  8 11
 11  3 11  9]"
120,['អ្នក~នាង' 'នូ' 'ដូដូ'],[14 13 13]
121,['ខ្ញុំ' 'ឈ្មោះ' 'ទេព'],[14 11 13]
122,['អ្នក~នាង' 'នី' 'គានិត'],[14 13 13]
123,['លោក' 'សួន'],[14 13]
124,['នេះ' 'គឺ_ជា' 'រស់' 'ប៉ក់'],[ 5 20 13 13]
125,"['លុះ' 'សុវណ្ណ' 'បាន' 'យល់' 'ការ' 'ថ្នឹក' 'ល្មម' 'ធ្វើ_ការ' 'ខ្លួន_ឯង'
 'កើត' 'ព្រះ~ពិស្ណុការ' 'ក៏' 'ជិះ' 'ទូក' 'ទៅ_កាន់' 'សមុទ្រ' 'ដើម្បី' 'រក'
 'សំបក' 'ខ្យង' 'មក' 'ដុត' 'ធ្វើ_ជា' 'កំបោរ' 'ដើម្បី' 'បូក' 'ប្រាសាទ' '។']","[ 7 13  1 20 11  8  8 20 14 16 13 16 20 11  7 11  7 20 11 11 20 20 20 11
  7 20 11  9]"
126,['នេះ' 'គឺ_ជា' 'គង់'],[ 5 20 13]
127,"['អ្នក~ស្រី' 'ពោល' 'ទាំង' 'សម្តី' 'ហួស_ចិត្ត' 'ថា' '៖' '«' 'ខ្ញុំ' 'ខ្លាច'
 'ហើយ' 'លោក' 'តុលាការ' 'លោក' 'មិន' 'មែន' 'ធ្វើ_ការ' 'ដើម្បី' 'យុត្តិធម៌'
 'សង្គម' 'នោះ' 'ទេ' 'លោក' 'ធ្វើ' 'ដើម្បី' 'តែ' 'បាន' 'ប្រាក់' 'ពុក_រលួយ'
 'ពី' 'ក្រុមហ៊ុន' 'លោក' 'មិន' 'បាន' 'គិត' 'ដល់' 'ជីវិត' 'អ្នក~ក្រ' 'នោះ'
 'ទេ' '»' '។']","[14 20  5 11  8  7 18 18 14 20 16 14 11 14 16 16 20  7 11 11  5 12 14 20
  7 16 20 11 11  7 11 14 16  1 20  7 11 11  5 12 18  9]"
128,"['អង្គភាព' 'នេះ' 'ត្រូវ_បាន' 'គាំទ្រ' 'ដោយ' 'ក្រុមហ៊ុន' 'របស់' 'លោក' 'លី'
 'យ៉ុង' 'ផាត់' 'ព្រឹទ្ធ' 'សមាជិក' 'យោង' 'តាម' 'ក្រឹត្យ' 'ឆ្នាំ' '២០១០'
 'ដែល' 'បាន' 'បង្កើត' 'ប្រព័ន្ធ' 'ទំនាក់ទំនង' 'រវាង' 'កង_កម្លាំង'
 'សន្តិសុខ' 'នាយក_ដ្ឋាន' 'រដ្ឋាភិបាល' 'និង' 'អាជីវកម្ម' 'ឯក_ជន' 'ជា'
 'ផ្លូវ_ការ' '។']","[11  5 20 20  7 11  7 14 20 13 13  8 11 20  7 11 11  3 17  1 20 11 11  7
 11 11 11 11  2 11 11  7  8  9]"
129,['ផ្នែក' 'ទី' '១' 'អំពី' 'អាពាហ៍_ពិពាហ៍'],[11 11  3  7 11]
130,"['យើង' 'សង្ឃឹម' 'ថា' 'នៅ' 'ពេល' 'ដែល' 'គាត់' 'រៀន' 'ចប់' 'បរិញ្ញាបត្រ'
 'ហើយ' 'ពួក_គាត់' 'អាច' 'មាន' 'ការងារ' 'ធ្វើ' 'និង' 'ទទួល' 'ប្រាក់_ខែ'
 'សមរម្យ' 'ដើម្បី' 'ផ្គត់ផ្គង់' 'គ្រួសារ' 'និង' 'បន្ត' 'រៀន' 'ទៅ' 'មុខ'
 'ទៀត' '៕']","[14 20  7  7 11 17 14 20 22 11 16 14 20 20 11 21  2 20 11  8  7 20 11  2
 20 20  7 11 16  9]"
131,['ខ្ញុំ' 'ឈ្មោះ' 'អឿង' 'សៅ' 'យឿន'],[14 11 13 13 13]
132,['នេះ' 'គឺ_ជា' 'ឈាន' 'អ៊ីញ'],[ 5 20 13 13]
133,"['ភ្នំ_ពេញ' '៖' 'គ្រោះ' 'រាំង_ស្ងួត' 'ដែល' 'កំពុង' 'កើត_មាន_ឡើង' 'នា'
 'ដើម' 'រដូវ' 'វស្សា' 'នេះ' 'បាន' 'ធ្វើ_ឲ្យ' 'ស្រូវ' 'និង' 'ដំណាំ'
 'កសិ^កម្ម' 'រាប់' 'ម៉ឺន' 'ហិកតា' 'របស់' 'ប្រជា_កសិ_ករ' 'ខ្មែរ' 'នៅ'
 'ខេត្ត' 'បន្ទាយ_មាន_ជ័យ' 'កំពុង' 'ប្រឈម' 'នឹង' 'ការ~ខូច_ខាត' 'ប្រសិន_បើ'
 'គ្មាន' 'ភ្លៀង' 'ក្នុង' 'ពេល' 'ឆាប់' 'ៗ' 'ខាង_មុខ' 'ទេ' 'នោះ' '។']","[13 18 11  8 17  1 20  7 11 11 11  5  1 20 11  2 11 11 20  3 11  7 11 13
  7 11 13  1 20  7 11  2 16 11  7 11 16  4 11 12  5  9]"
134,['ឯក_ឧត្ដម' 'វេង'],[14 13]
135,['លោក~ស្រី' 'នាង' 'ឆយី'],[14 13 13]
136,['គាត់' 'ឈ្មោះ' 'ពិសិដ្ឋ'],[14 11 13]
137,['គាត់' 'ឈ្មោះ' 'ឃុន' 'ហ្លួង'],[14 11 13 13]
138,['ខ្ញុំ' 'ឈ្មោះ' 'ភោគ'],[14 11 13]
139,['លោក' 'ធី' 'ចាន់' 'ផល្លា'],[14 13 13 13]
140,['ខ្ញុំ' 'ឈ្មោះ' 'ស៊ីម'],[14 11 13]
141,"['ការ~ប្រកួត' 'ជម្រុះ' 'ដណ្ដើម' 'ខ្សែ_ក្រវាត់' 'គូបូតា' 'ក្នុង' 'ប្រភេទ'
 'ទម្ងន់' '៦៧' 'គីឡូ_ក្រាម' 'ជុំ' 'ទី' '៣' 'នៅ_លើ' 'សង្វៀន' 'រោង' 'សៀក'
 'នា' 'រសៀល' 'ថ្ងៃ_អាទិត្យ' 'ខាង_មុខ' 'នេះ' 'គឺ' 'ដល់' 'វេន' 'ឯម' 'ខ្លឹម'
 'ខ្មៅ' 'និង' 'ជើង' 'ចាស់' 'លួន' 'សុខ' 'ខេង' 'ត្រូវ' 'ឡើង' 'ប្រកួត' 'គ្នា'
 'ដើម្បី' 'ប្រជែង' 'រក' '៣' 'ពិន្ទុ' 'ខណៈ' 'ការ~ប្រកួត' 'វិល_ជុំ' '២'
 'លើក' 'កន្លង_មក' 'នេះ' 'ពួក_គេ' 'បាន' 'ចាញ់' 'ទាំង' '២' 'លើក' 'ដូច_គ្នា'
 'ប៉ុន្តែ' 'លើក' 'នេះ' 'សុខ' 'ខេង' 'អាច_នឹង' 'ឈ្នះ' 'ព្រោះ' 'ប្រភព' 'បាន'
 'ដឹង' 'រឿង' 'អាថ៌_កំបាំង' 'ផ្ទៃ_ក្នុង' 'ខ្សឹប' 'ប្រាប់' 'ថា' 'ខ្លឹម'
 'ខ្មៅ' 'ឡើង' 'ប្រកួត' 'សម្រាប់' 'បង្គ្រប់' 'កិច្ច' 'ប៉ុណ្ណោះ' '។']","[11 21 11 11 13  7 11 11  3 11 11 11  3  7 11 11 11  7 11 13 11  5 20 20
 11 13 13 13  2 11  8 13 13 13 20 20 20 14  7 20 20  3 11 11 11  8  3 11
  8  5 14  1 20  5  3 11  8  2 11  5 13 11 20 20  2 11  1 20 11 11 11 20
 20  7 13 13 20 20  7 20 11  8  9]"
142,['លោក~ស្រី' 'ឃឹម' 'សារិត'],[14 13 13]
143,['គាត់' 'ឈ្មោះ' 'ខ្លូត'],[14 11 13]
144,"['រដ្ឋាភិបាល' 'អាមេរិក' 'បាន' 'ដឹង' 'យូរ' 'ឆ្នាំ' 'មក_ហើយ' 'មុន_ពេល'
 'ប្រព័ន្ធ' 'ផ្សព្វផ្សាយ' 'លាត_ត្រដាង' 'អំពី' 'ការ~បោកប្រាស់' 'ដ៏'
 'អាស្រូវ' 'និង' 'ការ~អនុវត្ត' 'ខុស_ឆ្គង' 'ក្នុង' 'អង្គការ' 'ដែល'
 'ដំណើរការ' 'ដោយ' 'លោក~ស្រី' 'ម៉ម' 'សុម៉ាលី' 'ដែល' 'បាន' 'ប៉ះ_ពាល់' 'ដល់'
 'សកម្មភាព' 'ជួញ_ដូរ' 'មនុស្ស' 'លើ' 'ពិភព_លោក' 'កាល_ពី' 'ឆ្នាំ' 'មុន' '។']","[11 13  1 20 16 11 16  7 11 21 20  7 11 16  8  2 11  8  7 11 17 20  7 14
 13 13 17  1 20  7 11 21 11  7 11  7 11  8  9]"
145,['ឯក_ឧត្ដម' 'មួង'],[14 13]
146,['លោក' 'ប្រាក់' 'ស្រី' 'ចិន'],[14 13 13 13]
147,['លោក~ស្រី' 'បញ្ញា'],[14 13]
148,"['ថ្ងៃ' 'មួយ' 'នៅ' 'ពេល' 'ដែល' 'បុរស' 'នោះ' 'កំពុង' 'ប្រកប' 'កិច្ចការ'
 'តាម' 'ធម្មតា' 'របស់' 'ខ្លួន' 'ស្រាប់តែ' 'មាន' 'ភ្លៀង' 'ធ្លាក់_ចុះ'
 'យ៉ាង' 'ខ្លាំង' 'បុរស' 'បាន' 'រត់' 'ទៅ' 'ជ្រក' 'នៅ_ក្នុង' 'ខ្ទម'
 'អ្នក~តា' 'មួយ' '។']","[11  3  7 11 17 11  5  1 20 11  7  8  7 14 16 20 11 20 16  8 11  1 20  7
 20  7 11 11  3  9]"
149,['លោក~ជំទាវ' 'អឿម'],[14 13]
150,['កញ្ញា' 'សុផា' 'ណា'],[14 13 13]
151,"['បន្ទាប់_ពី' 'អ្នក' 'ទាំង_នោះ' 'ត្រូវ_បាន' 'ដោះ_លែង' 'អ្នក' 'ទាំង_នោះ'
 'នឹង' 'ឃើញ' 'ដី' 'របស់' 'ខ្លួន' 'ត្រូវ_បាន' 'គេ' 'ពុះ' 'ចែក' 'និង' 'បិទ'
 'របង' '។']",[ 7 14  5 20 11 14  5  1 20 11  7 14 20 14 20 20  2 20 11  9]
152,['នេះ' 'គឺ_ជា' 'សៅ' 'សែន'],[ 5 20 13 13]
153,['ឯក_ឧត្ដម' 'កែវ' 'ច័ន្ទ' 'តារា'],[14 13 13 13]
154,['កញ្ញា' 'ច្រាង' 'ចំប៉ា'],[14 13 13]
155,['លោក' 'ការីម' 'មហា' 'ម៉ាត់'],[14 13 13 13]
156,"['ព្រះ~ពិស្ណុការ' 'ចាក់' 'គ្រាប់' 'ល្ង' 'ក្នុង' 'សំពៅ' 'នោះ' 'ចោល'
 'ទាំងអស់' 'រួច' 'ក៏' 'ធ្វើ' 'គ្រាប់' 'ល្ង' 'នោះ' 'ឲ្យ' 'រឹង'
 'ក្លាយ_ទៅ_ជា' 'កោះ' 'មួយ' 'ហេតុ' 'នោះ' 'ហើយ' 'បាន_ជា' 'សព្វ' 'ថ្ងៃ' 'នេះ'
 'គេ' 'សង្កេត_ឃើញ' 'ក្នុង' 'កោះ' 'កំញាន' 'មាន' 'ពណ៌' 'ខ្មៅ' 'ដូច' 'គ្រាប់'
 'ល្ង' 'គ្មាន' 'ដី' 'អ្វី' 'ទៀត' 'នៅ' 'ជាមួយ' 'ឡើយ' '។']","[13 20 11 11  7 11  5 16  5 16 16 20 11 11  5  7  8 20 11  3 11  5 16 16
  5 11  5 14 20  7 11 13 20 11  8  8 11 11 16 11 14 16 20  7 12  9]"
157,['គាត់' 'ឈ្មោះ' 'មូន' 'មីណា'],[14 11 13 13]
158,['លោក~ជំទាវ' 'គី'],[14 13]
159,['អ្នក~នាង' 'ដៀប' 'ច្រឹប'],[14 13 13]
160,['លោក~ជំទាវ' 'ងីម' 'ស្រី' 'លាភ'],[14 13 13 13]
161,"['ស្វា' 'ឮ' 'ហើយ_ក៏' 'ស្ទុះ' 'ទៅ' 'ដាក់' 'អណ្ដើក' 'ពី_លើ' 'ខ្នង' 'ដំរី'
 'រួច_ហើយ' 'អណ្ដើក' 'វារ' 'ចូល_ទៅ' 'ពួន' 'សម្ងំ' 'ក្នុង' 'ស្រះ' 'នោះ'
 'បាត់' 'ទៅ' '។']",[11 20 16 20  7 20 11  7 11 11 16 11 20 20 20 20  7 11  5 16 12  9]
162,['លោក~ស្រី' 'ជឿ'],[14 13]
163,['លោក' 'ផាន់ណា'],[14 13]
164,"['មាត្រា' '៦១' 'ការ~វិនិច្ឆ័យ' 'ដល់' 'អង្គ_សេចក្ដី' 'ត្រូវតែ' 'ធ្វើ'
 'ក្នុង' 'រយៈ' '១៥' 'ថ្ងៃ' 'គិត' 'ពី' 'ថ្ងៃ' 'អង្កេត' 'សេចក្ដី' 'ស៊ើប_សួរ'
 'រួច' 'មក' '។']",[11  3 11  7 11 20 20  7 11  3 11 20  7 11 21 11 21 16 12  9]
165,"['ក្នុង' 'ហេតុ_ការណ៍' 'នោះ' 'ប្រជា_ពល_រដ្ឋ' '៥' 'នាក់' 'បាន' 'រង_របួស'
 'រួម_ទាំង' 'ស្វាមី' 'របស់' 'អ្នក~ស្រី' 'លោក' 'លួស' 'សាខន' '។']",[ 7 11  5 11  3 10  1 20  2 11  7 14 14 13 13  9]
166,['កញ្ញា' 'ពាង' 'ចំណាប់'],[14 13 13]
167,['លោក' 'ឆាយ' 'ធិន'],[14 13 13]
168,"['អ្នក~ស្រី' 'បាន' 'ថ្លែង' 'ថា' '៖' '«' 'ខ្ញុំ' 'បាត់_បង់' 'ទាំងអស់'
 'ហាក់_ដូច_ជា' 'រស់' 'នៅ' 'ក្រៅ' 'ភព' 'ផែន_ដី' 'កូន' 'រត់' 'ចូល' 'ប្រទេស'
 'ថៃ' 'រក' 'ការងារ' 'ធ្វើ' 'ចំនួន' '៤' 'នាក់' 'ឥឡូវ' 'បាត់' 'ម្នាក់' 'មិន'
 'ដឹង' 'ថា' 'ស្លាប់' 'ឬ' 'រស់' 'នោះ' 'ទេ' '។']","[14  1 20  7 18 18 14 20  5 16 20  7  8 11 11 11 20  7 11 13 20 11 21 11
  3 10 16 20  5 16 20  7  8  7  8  5 12  9]"
169,"['សិក្ខាកាម' 'ចំនួន' '២៦' 'នាក់' 'ដែល' 'ភាគ' 'ច្រើន' 'ជា' 'អ្នក~បង្ហាត់'
 'នៅ' 'តាម' 'ក្រុម' 'ឬ' 'ក្លិប' 'ផ្សេង' 'ៗ' 'ទាំង' 'នៅ' 'រាជ_ធានី' 'និង'
 'ខេត្ត' 'នោះ' 'បាន' 'ត្រូវ' 'អនុញ្ញាត_ឲ្យ' 'ចូល_រួម' 'នៅ_ក្នុង' 'វគ្គ'
 'នេះ' 'ក្រោម' 'បទ_បង្ហាញ' 'ទាំង' 'ទ្រឹស្តី' 'និង' 'ការ~អនុវត្ត'
 'ជាក់ស្តែង' 'ពី' 'គ្រូ' 'ឧទ្ទេស' 'ជា' 'ជន_ជាតិ' 'អង់គ្លេស' 'គឺ' 'លោក'
 'អេឡិច' 'ដែល' 'សហ_ព័ន្ធ' 'កីឡា' 'បាល់_ទាត់' 'អន្តរ_ជាតិ' 'បាន' 'បញ្ជូន'
 'មក' '។']","[11 11  3 10 17 11  8 20 11  7  7 11  7 11  8  4  5  7 11  2 11  5  1 20
 20 20  7 11  5  7 11  5 11  2 11  8  7 11 11  7 11 13 20 14 13 17 11 11
 11 11  1 20 16  9]"
170,['កញ្ញា' 'ទូច'],[14 13]
171,"['នៅ' 'ទី_នោះ' 'រូប_លោក' 'ត្រូវ' 'សិក្សា' 'មុខ_វិជ្ជា' 'ចំនួន' '១០' 'តាម'
 'បច្ចេកវិទ្យា' 'ទំនើប' 'និង' 'ការ~ចុះ_អនុវត្ត' 'ដោយ' 'ផ្ទាល់' 'នៅ'
 'ទីធ្លា' 'កសិ^កម្ម' 'តែ_ម្ដង' '។']",[ 7 11 14 20 20 11 11  3  7 11  8  2 11  7  8  7 11 11 16  9]
172,['លោក' 'កូ' 'រេនា'],[14 13 13]
173,['លោក' 'សិទ្ធ'],[14 13]
174,['អ្នក~នាង' 'អៀន' 'ធ្នូ'],[14 13 13]
175,"['ក្រសួង' 'ក៏' 'បាន' 'ស្នើ_ឲ្យ' 'ស្ថាប័ន' 'ទាំង_នោះ' 'បញ្ឈប់' 'សកម្មភាព'
 'របស់' 'ខ្លួន' 'ជា_បន្ទាន់' '៕']",[11 16  1 20 11  5 20 11  7 14 16  9]
176,"['បើ' 'និយាយ' 'ទៅ' 'ចំពោះ' 'ការ~រៀន_សូត្រ' 'មិន' 'ចាញ់' 'គ្នា' 'ទេ' 'គឺ'
 'ពូកែ' 'ដូច_គ្នា' 'ប៉ុន្តែ' 'សំខាន់' 'គឺ' 'ទៅ_លើ' 'បញ្ហា' 'សេដ្ឋ^កិច្ច'
 'និង' 'ជីវ^ភាព' 'គ្រួសារ' 'របស់' 'ពួក' 'គេ' '។']","[ 2 20 12  7 11 16 20 14 12 20  8  8  2  8 20  7 11 11  2 11 11  7 11 14
  9]"
177,['លោក~ជំទាវ' 'ខៀវ'],[14 13]
178,['គាត់' 'ឈ្មោះ' 'ធូម' 'សុធីន'],[14 11 13 13]
179,['គាត់' 'ឈ្មោះ' 'វិចិត្រ'],[14 11 13]
180,['ឯក_ឧត្ដម' 'ទេព' 'អនន្ទ'],[14 13 13]
181,['ខ្ញុំ' 'ឈ្មោះ' 'វិជ្ជា'],[14 11 13]
182,['លោក~ជំទាវ' 'សុភក្តិ'],[14 13]
183,['លោក~ស្រី' 'យ៉ានី' 'រត្ថាឌី'],[14 13 13]
184,"['បើ' 'តាម' 'សេចក្តី~ប្រកាស' 'ព័ត៌មាន' 'ចេញ' 'ដោយ' 'ស្ថាន_ទូត' 'អាមេរិក'
 'បាន' 'ឲ្យ_ដឹង' 'ថា' '៖' '«' 'ក្នុង' 'អំឡុង' 'ដំណើរ_ទស្សន^កិច្ច' 'របស់'
 'លោក' 'ឧបការី' 'រង' 'នឹង' 'ជួប' 'ជាមួយ' 'មន្រ្តី' 'រដ្ឋាភិបាល' 'និង'
 'អង្គការ' 'សង្គម' 'ស៊ីវិល' 'ដើម្បី' 'ពិភាក្សា' 'បញ្ហា' 'មួយ_ចំនួន'
 'រួម_មាន' 'សេចក្តី~ព្រាង' 'ច្បាប់' 'ស្តី_ពី' 'សមាគម' 'និង' 'អង្គការ'
 'ក្រៅ' 'រដ្ឋាភិបាល' 'សិទ្ធិ' 'ការងារ' 'និង' 'ប្រធានបទ' 'ពាក់ព័ន្ធ'
 'សិទ្ធិ' 'មនុស្ស' 'ដទៃ' 'ៗ' 'ទៀត' '»' '។']","[ 2  7 11 11 21  7 11 13  1 20  7 18 18  7 11 11  7 14 11  8  1 20  7 11
 11  2 11 11 11  7 20 11  5  8 11 11  7 11  2 11  8 11 11 11  2 11 21 11
 11  8  4 16 18  9]"
185,['អ្នក~នាង' 'កឹម' 'សុខា'],[14 13 13]
186,['នេះ' 'គឺ_ជា' 'ជីវ័ន្ត'],[ 5 20 13]
187,['លោក~ស្រី' 'ស៊ីណាត'],[14 13]
188,"['នៅ' 'ថ្ងៃ_ទី' '១៩' 'ខែ_កញ្ញា' 'ឆ្នាំ' '២០០៨' 'មាន' 'ការ~រាយការណ៍' 'ថា'
 'មន្រ្តី' 'នគរបាល' 'ដែល' 'ត្រូវ_បាន' 'ផ្តន្ទា_ទោស' 'រូប' 'នោះ' 'បាន'
 'បាត់_ខ្លួន' 'ក្នុង' 'ព្រឹត្តិ_ការណ៍' 'បាក់' 'ដី' '។']",[ 7 11  3 13 11  3 20 11  7 11 11 17 20 20 11  5  1 20  7 11 21 11  9]
189,['ខ្ញុំ' 'ឈ្មោះ' 'ប៊ិ'],[14 11 13]
190,['គាត់' 'ឈ្មោះ' 'ស៊ីម'],[14 11 13]
191,['អ្នក~នាង' 'ង៉ែត' 'រ៉ូហ្សិត'],[14 13 13]
192,"['នាង' 'អេត' 'ទៅ_ដល់' 'មាត់' 'រូង' 'ហើយ' 'ហៅ' 'ថា' '«' 'ពស់' 'កេងកង' 'អើយ'
 'នាង' 'នី' 'ឲ្យ' 'ហៅ' '»']",[14 13 20 11 11 16 20  7 18 11 13 19 14 13 20 20 18]
193,"['ប៉ុន្តែ' 'ការ~ចេញ' 'ទៅ' 'ប្រកួត' 'លើក' 'នេះ' 'ឌន' 'សៅ' 'និយាយ' 'ថា' '៖'
 '«' 'ខ្ញុំ' 'បាន' 'លា_ឈប់' 'ពី' 'ក្រុម' 'ជម្រើស_ជាតិ' 'ចំបាប់' 'មួយ'
 'រយៈ' 'ហើយ' 'គឺ' 'ទើប' 'វិល' 'មក' 'ហ្វឹក_ហាត់' 'វិញ' 'បាន' 'ជាង' '២' 'ខែ'
 'ទេ' 'ហេតុ' 'នេះ' 'ខ្ញុំ' 'មិន' 'សូវ' 'មាន' 'សង្ឃឹម' 'ប៉ុន្មាន' 'ឡើយ' '»'
 '។']","[ 2 11  7 20 11  5 13 13 20  7 18 18 14  1 20  7 11 11 11  3 11 16 20 16
 20 20 20 16 22  7  3 11 12 11  5 14 16 16 20 11 14 12 18  9]"
